Facultad,Carrera,Día,H_Inicio,H_Salida,Año_Inicio,Año_Fin,Total Estudiantes,Proyecto,Entrada,Salida,Profesor
CIENCIAS,MATEMATICA,MARTES,7,9,2022,2023,33,1,7,15,DOC_02
ICA,CIVIL,JUEVES,9,11,2022,2023,35,0,7,15,DOC_04
ICA,CIVIL,JUEVES,11,13,2022,2023,47,0,7,15,DOC_04
FILO,P MATEMATICA,MARTES,7,9,2022,2023,39,0,7,15,DOC_04
CQ,BIO Y FAR,MARTES,9,11,2022,2023,52,0,7,15,DOC_04
ICA,CIVIL,MIERCOLES,7,9,2022,2023,30,0,7,15,DOC_04
ARQ,ARQUITECTURA,VIERNES,7,9,2022,2023,43,0,7,15,DOC_04
FILO,MECATRONICA,VIERNES,16,18,2022,2023,29,1,7,15,DOC_05
FIGEMPA,GEOLOGIA,MARTES,14,16,2022,2023,27,1,7,15,DOC_05
FIGEMPA,GEOLOGIA,MARTES,16,18,2022,2023,13,1,7,15,DOC_05
ICA,CIVIL,MARTES,18,20,2022,2023,41,1,7,15,DOC_05
CQ,BIO Y FAR,MIERCOLES,13,15,2022,2023,52,1,7,15,DOC_05
ICA,INDUSTRIAL,MIERCOLES,11,13,2022,2023,38,1,7,15,DOC_05
ICA,CIVIL,MARTES,7,9,2022,2023,36,1,7,15,DOC_12
ICA,S INFORMACION,VIERNES,11,13,2022,2023,65,1,7,15,DOC_12
FILO,P MATEMATICA,LUNES,9,11,2022,2023,47,1,7,15,DOC_13
CQ,QUIMICA,VIERNES,7,9,2022,2023,36,1,7,15,DOC_13
ARQ,ARQUITECTURA,JUEVES,7,9,2022,2023,43,0,7,15,DOC_06
AGR,AGRONOMIA,LUNES,11,13,2022,2023,32,0,7,15,DOC_06
ICA,CIVIL,LUNES,7,9,2022,2023,43,0,7,15,DOC_06
CQ,BIO Y FAR,MARTES,11,13,2022,2023,51,0,7,15,DOC_06
ARQ,ARQUITECTURA,MARTES,7,9,2022,2023,28,0,7,15,DOC_06
IQ,I QUIMICA,MARTES,9,11,2022,2023,42,0,7,15,DOC_06
FIGEMPA,MINAS,MIERCOLES,11,13,2022,2023,12,0,7,15,DOC_06
ARQ,ARQUITECTURA,MARTES,7,9,2022,2023,30,0,7,15,DOC_06
ICA,COMPUTACION,JUEVES,14,16,2022,2023,31,1,10,18,DOC_03
AGR,AGRONOMIA,JUEVES,16,18,2022,2023,28,1,10,18,DOC_03
FILO,P MATEMATICA,JUEVES,15,17,2022,2023,41,1,10,18,DOC_03
FIGEMPA,AMBIENTAL,MIERCOLES,14,16,2022,2023,8,1,10,18,DOC_03
CQ,BIO Y FAR,VIERNES,13,15,2022,2023,40,1,10,18,DOC_03
FILO,P MATEMATICA,VIERNES,15,17,2022,2023,35,1,10,18,DOC_03
FILO,P MATEMATICA,LUNES,7,9,2022,2023,28,1,7,15,DOC_13
IQ,I QUIMICA,JUEVES,11,13,2022,2023,27,1,7,15,DOC_10
FILO,MECATRONICA,LUNES,10,12,2022,2023,30,1,7,15,DOC_10
CQ,BIO Y FAR,MIERCOLES,13,15,2022,2023,46,1,7,15,DOC_10
ICA,CIVIL,MIERCOLES,16,18,2022,2023,37,1,7,15,DOC_10
ICA,COMPUTACION,VIERNES,11,13,2022,2023,53,1,7,15,DOC_10
FILO,MECATRONICA,VIERNES,14,16,2022,2023,27,1,7,15,DOC_10
ICA,CIVIL,JUEVES,9,11,2022,2023,44,1,7,15,DOC_08
FILO,P INFORMATICA,LUNES,14,16,2022,2023,24,1,7,15,DOC_08
FILO,P INFORMATICA,LUNES,15,17,2022,2023,20,1,7,15,DOC_08
ICA,CIVIL,MARTES,11,13,2022,2023,47,1,7,15,DOC_08
FILO,P INFORMATICA,MIERCOLES,14,16,2022,2023,24,1,7,15,DOC_08
FILO,P INFORMATICA,MIERCOLES,7,9,2022,2023,19,1,7,15,DOC_08
FILO,P MATEMATICA,LUNES,15,17,2022,2023,40,0,12,20,DOC_07
ICA,CIVIL,MARTES,14,16,2022,2023,42,0,12,20,DOC_07
FIGEMPA,PETROLEOS,MARTES,16,18,2022,2023,11,0,12,20,DOC_07
CQ,BIO Y FAR,MARTES,18,20,2022,2023,60,0,12,20,DOC_07
FILO,P MATEMATICA,MIERCOLES,15,17,2022,2023,31,0,12,20,DOC_07
CIENCIAS,MATEMATICA,VIERNES,12,14,2022,2023,41,0,12,20,DOC_07
FIGEMPA,MINAS,VIERNES,14,16,2022,2023,13,0,12,20,DOC_07
FIGEMPA,PETROLEOS,VIERNES,7,9,2022,2023,34,1,7,15,DOC_11
IQ,I QUIMICA,MIERCOLES,11,13,2022,2023,38,1,7,15,DOC_12
FIGEMPA,AMBIENTAL,VIERNES,9,11,2022,2023,31,1,7,15,DOC_12
ICA,INDUSTRIAL,JUEVES,16,18,2022,2023,29,0,12,20,DOC_14
ICA,S INFORMACION,LUNES,18,20,2022,2023,48,0,12,20,DOC_14
ICA,INDUSTRIAL,VIERNES,16,18,2022,2023,24,0,12,20,DOC_14
ICA,CIVIL,JUEVES,14,16,2022,2023,36,0,12,20,DOC_01
CQ,QUIMICA,LUNES,18,20,2022,2023,29,0,12,20,DOC_01
CIENCIAS,MATEMATICA,MARTES,14,16,2022,2023,8,0,12,20,DOC_01
FILO,P MATEMATICA,MARTES,16,18,2022,2023,56,0,12,20,DOC_01
CIENCIAS,MATEMATICA,MARTES,18,20,2022,2023,13,0,12,20,DOC_01
FILO,P MATEMATICA,MIERCOLES,15,17,2022,2023,41,0,12,20,DOC_01
FILO,P MATEMATICA,VIERNES,16,18,2022,2023,44,0,12,20,DOC_01
FILO,P MATEMATICA,JUEVES,7,9,2022,2023,41,1,7,15,DOC_11
FILO,MECATRONICA,MARTES,11,13,2022,2023,52,1,7,15,DOC_13
CQ,QUIMICA,JUEVES,7,9,2023,2023,53,1,7,15,DOC_02
ARQ,ARQUITECTURA,LUNES,7,9,2023,2023,37,1,7,15,DOC_02
AGR,AGRONOMIA,LUNES,10,12,2023,2023,35,1,7,15,DOC_02
CQ,QUIMICA,MARTES,7,9,2023,2023,52,1,7,15,DOC_02
FIGEMPA,PETROLEOS,VIERNES,7,9,2023,2023,38,1,7,15,DOC_02
FILO,P MATEMATICA,JUEVES,7,9,2023,2023,65,0,7,15,DOC_04
ARQ,ARQUITECTURA,LUNES,9,11,2023,2023,31,0,7,15,DOC_04
FILO,MECATRONICA,LUNES,11,13,2023,2023,35,0,7,15,DOC_04
CIENCIAS,MATEMATICA,MARTES,9,11,2023,2023,20,0,7,15,DOC_04
CQ,BIO Y FAR,MIERCOLES,10,12,2023,2023,56,0,7,15,DOC_04
FIGEMPA,MINAS,MIERCOLES,11,13,2023,2023,16,0,7,15,DOC_04
CQ,QUIMICA,VIERNES,8,10,2023,2023,46,0,7,15,DOC_04
CQ,BIO Y FAR,JUEVES,10,12,2023,2023,49,1,7,15,DOC_05
CQ,BIO Y FAR,JUEVES,14,16,2023,2023,45,1,7,15,DOC_05
CQ,BIO Y FAR,MARTES,12,14,2023,2023,54,1,7,15,DOC_05
FIGEMPA,GEOLOGIA,MARTES,14,16,2023,2023,28,1,7,15,DOC_05
FIGEMPA,AMBIENTAL,MIERCOLES,14,16,2023,2023,12,1,7,15,DOC_05
FIGEMPA,AMBIENTAL,VIERNES,9,11,2023,2023,25,1,7,15,DOC_05
IQ,I QUIMICA,MIERCOLES,11,13,2023,2023,35,1,7,15,DOC_13
ICA,CIVIL,JUEVES,9,11,2023,2023,40,1,7,15,DOC_12
CQ,BIO Y FAR,LUNES,11,13,2023,2023,26,0,7,15,DOC_06
IQ,I QUIMICA,LUNES,9,11,2023,2023,34,0,7,15,DOC_06
CQ,BIO Y FAR,MARTES,10,12,2023,2023,29,0,7,15,DOC_06
ICA,CIVIL,MARTES,7,9,2023,2023,41,0,7,15,DOC_06
CIENCIAS,MATEMATICA,MIERCOLES,10,12,2023,2023,17,0,7,15,DOC_06
FIGEMPA,PETROLEOS,VIERNES,11,13,2023,2023,16,0,7,15,DOC_06
ARQ,ARQUITECTURA,JUEVES,7,9,2023,2023,36,0,7,15,DOC_06
ICA,CIVIL,LUNES,7,9,2023,2023,20,1,7,15,DOC_13
IQ,I QUIMICA,JUEVES,11,13,2023,2023,55,1,7,15,DOC_10
ICA,CIVIL,JUEVES,14,16,2023,2023,40,1,7,15,DOC_10
ICA,CIVIL,MARTES,14,16,2023,2023,34,1,7,15,DOC_10
ARQ,ARQUITECTURA,MIERCOLES,12,14,2023,2023,46,1,7,15,DOC_10
ARQ,ARQUITECTURA,VIERNES,9,11,2023,2023,21,1,7,15,DOC_10
ICA,S INFORMACION,VIERNES,14,16,2023,2023,19,1,7,15,DOC_10
FILO,P MATEMATICA,LUNES,7,9,2023,2023,47,1,7,15,DOC_08
FILO,P INFORMATICA,LUNES,10,12,2023,2023,27,1,7,15,DOC_08
IQ,I QUIMICA,MARTES,9,11,2023,2023,41,1,7,15,DOC_08
CQ,BIO Y FAR,MIERCOLES,8,10,2023,2023,51,1,7,15,DOC_08
CQ,BIO Y FAR,MIERCOLES,10,12,2023,2023,55,1,7,15,DOC_08
CIENCIAS,MATEMATICA,VIERNES,7,9,2023,2023,26,1,7,15,DOC_08
FILO,MECATRONICA,LUNES,18,20,2023,2023,20,0,12,20,DOC_07
CIENCIAS,MATEMATICA,MARTES,16,18,2023,2023,16,0,12,20,DOC_07
CQ,BIO Y FAR,MARTES,18,20,2023,2023,48,0,12,20,DOC_07
FILO,P MATEMATICA,MIERCOLES,15,17,2023,2023,40,0,12,20,DOC_07
ICA,CIVIL,MIERCOLES,18,20,2023,2023,37,0,12,20,DOC_07
FILO,MECATRONICA,VIERNES,15,17,2023,2023,40,0,12,20,DOC_07
ICA,CIVIL,MARTES,11,13,2023,2023,40,1,7,15,DOC_11
ICA,CIVIL,MIERCOLES,7,9,2023,2023,36,1,7,15,DOC_11
ICA,INDUSTRIAL,LUNES,13,15,2023,2023,65,0,12,20,DOC_14
ICA,S INFORMACION,LUNES,18,20,2023,2023,9,0,12,20,DOC_14
FILO,P MATEMATICA,JUEVES,7,9,2023,2023,38,1,7,15,DOC_12
FILO,P MATEMATICA,MIERCOLES,14,16,2023,2023,39,1,10,18,DOC_03
ICA,COMPUTACION,LUNES,16,18,2023,2023,37,1,10,18,DOC_03
FIGEMPA,GEOLOGIA,MARTES,16,18,2023,2023,6,1,10,18,DOC_03
FILO,P MATEMATICA,MIERCOLES,15,17,2023,2023,47,1,10,18,DOC_03
ICA,S INFORMACION,VIERNES,14,16,2023,2023,45,1,10,18,DOC_03
ICA,COMPUTACION,VIERNES,16,18,2023,2023,35,1,10,18,DOC_03
FILO,P MATEMATICA,LUNES,15,17,2023,2023,37,0,12,20,DOC_01
CQ,QUIMICA,LUNES,18,20,2023,2023,23,0,12,20,DOC_01
FILO,P MATEMATICA,MARTES,17,19,2023,2023,36,0,12,20,DOC_01
FILO,P MATEMATICA,MARTES,16,18,2023,2023,41,0,12,20,DOC_01
ICA,CIVIL,MIERCOLES,16,18,2023,2023,35,0,12,20,DOC_01
FILO,P MATEMATICA,VIERNES,17,19,2023,2023,34,0,12,20,DOC_01
FIGEMPA,MINAS,VIERNES,14,16,2023,2023,9,0,12,20,DOC_01
ICA,CIVIL,JUEVES,9,11,2023,2023,37,1,7,15,DOC_11
ICA,CIVIL,MIERCOLES,9,11,2023,2023,32,1,7,15,DOC_11
FILO,P MATEMATICA,MARTES,11,13,2023,2023,31,1,7,15,DOC_13
FILO,MECATRONICA,JUEVES,9,11,2023,2023,40,1,7,15,DOC_13
CQ,QUIMICA,JUEVES,7,9,2023,2024,61,1,7,15,DOC_02
ICA,INDUSTRIAL,MIERCOLES,9,11,2023,2024,44,1,7,15,DOC_02
ARQ,ARQUITECTURA,MIERCOLES,7,9,2023,2024,31,1,7,15,DOC_02
FIGEMPA,PETROLEOS,VIERNES,7,9,2023,2024,31,1,7,15,DOC_02
FILO,P MATEMATICA,JUEVES,7,9,2023,2024,42,0,7,15,DOC_04
FILO,P MATEMATICA,LUNES,7,9,2023,2024,49,0,7,15,DOC_04
CQ,BIO Y FAR,LUNES,11,13,2023,2024,18,0,7,15,DOC_04
FILO,P MATEMATICA,MARTES,7,9,2023,2024,40,0,7,15,DOC_04
CQ,BIO Y FAR,MIERCOLES,8,10,2023,2024,54,0,7,15,DOC_04
ARQ,ARQUITECTURA,VIERNES,7,9,2023,2024,46,0,7,15,DOC_04
CQ,BIO Y FAR,JUEVES,13,15,2023,2024,50,1,7,15,DOC_05
IQ,I QUIMICA,LUNES,9,11,2023,2024,51,1,7,15,DOC_05
FIGEMPA,AMBIENTAL,MARTES,9,11,2023,2024,17,1,7,15,DOC_05
CQ,BIO Y FAR,MIERCOLES,11,13,2023,2024,44,1,7,15,DOC_05
FIGEMPA,MINAS,VIERNES,9,11,2023,2024,26,1,7,15,DOC_05
CQ,QUIMICA,JUEVES,13,15,2023,2024,22,1,7,15,DOC_13
ARQ,ARQUITECTURA,MIERCOLES,10,12,2023,2024,55,1,7,15,DOC_13
AGR,AGRONOMIA,MARTES,11,13,2023,2024,32,1,7,15,DOC_12
AGR,AGRONOMIA,VIERNES,7,9,2023,2024,24,1,7,15,DOC_12
AGR,AGRONOMIA,LUNES,10,12,2023,2024,31,0,7,15,DOC_06
ARQ,ARQUITECTURA,LUNES,13,15,2023,2024,27,0,7,15,DOC_06
CIENCIAS,MATEMATICA,MIERCOLES,8,10,2023,2024,39,0,7,15,DOC_06
CIENCIAS,MATEMATICA,MIERCOLES,12,14,2023,2024,46,0,7,15,DOC_06
FIGEMPA,PETROLEOS,VIERNES,13,15,2023,2024,28,0,7,15,DOC_06
CIENCIAS,MATEMATICA,JUEVES,12,14,2023,2024,22,1,7,15,DOC_13
CQ,QUIMICA,MARTES,13,15,2023,2024,52,1,7,15,DOC_13
FILO,P MATEMATICA,JUEVES,9,11,2023,2024,46,1,7,15,DOC_10
IQ,I QUIMICA,LUNES,9,11,2023,2024,30,1,7,15,DOC_10
IQ,I QUIMICA,MARTES,9,11,2023,2024,42,1,7,15,DOC_10
ARQ,ARQUITECTURA,MARTES,11,13,2023,2024,37,1,7,15,DOC_10
ARQ,ARQUITECTURA,MARTES,11,13,2023,2024,24,1,7,15,DOC_10
ARQ,ARQUITECTURA,MIERCOLES,11,13,2023,2024,77,1,7,15,DOC_10
ICA,CIVIL,LUNES,7,9,2023,2024,28,1,7,15,DOC_08
FILO,MECATRONICA,MARTES,9,11,2023,2024,40,1,7,15,DOC_08
FILO,P INFORMATICA,MIERCOLES,8,10,2023,2024,34,1,7,15,DOC_08
ICA,CIVIL,JUEVES,7,9,2023,2024,14,1,7,15,DOC_08
ARQ,ARQUITECTURA,VIERNES,11,13,2023,2024,38,1,7,15,DOC_08
CQ,QUIMICA,JUEVES,16,18,2023,2024,30,0,12,20,DOC_07
FILO,P MATEMATICA,JUEVES,18,20,2023,2024,61,0,12,20,DOC_07
FILO,P MATEMATICA,LUNES,15,17,2023,2024,43,0,12,20,DOC_07
CQ,QUIMICA,MARTES,15,17,2023,2024,64,0,12,20,DOC_07
FIGEMPA,MINAS,VIERNES,14,16,2023,2024,24,0,12,20,DOC_07
CIENCIAS,MATEMATICA,VIERNES,17,19,2023,2024,4,0,12,20,DOC_07
CQ,BIO Y FAR,MARTES,13,15,2023,2024,32,1,7,15,DOC_11
ICA,CIVIL,VIERNES,9,11,2023,2024,43,1,7,15,DOC_11
ICA,CIVIL,LUNES,9,11,2023,2024,43,1,7,15,DOC_12
CIENCIAS,MATEMATICA,VIERNES,7,9,2023,2024,28,1,7,15,DOC_12
FIGEMPA,GEOLOGIA,MARTES,14,16,2023,2024,32,1,10,18,DOC_03
FIGEMPA,GEOLOGIA,MARTES,16,18,2023,2024,8,1,10,18,DOC_03
CQ,BIO Y FAR,MIERCOLES,10,12,2023,2024,49,1,10,18,DOC_03
FILO,P MATEMATICA,MIERCOLES,15,17,2023,2024,41,1,10,18,DOC_03
FILO,MECATRONICA,VIERNES,14,16,2023,2024,37,1,10,18,DOC_03
FILO,P MATEMATICA,JUEVES,16,18,2023,2024,21,0,12,20,DOC_14
CIENCIAS,MATEMATICA,MARTES,17,19,2023,2024,4,0,12,20,DOC_14
ARQ,ARQUITECTURA,MARTES,15,17,2023,2024,49,0,12,20,DOC_14
FILO,MECATRONICA,VIERNES,17,19,2023,2024,32,0,12,20,DOC_14
ICA,CIVIL,MARTES,7,9,2023,2024,42,0,7,15,DOC_11
FILO,P MATEMATICA,JUEVES,11,13,2023,2024,26,0,12,20,DOC_01
FILO,P MATEMATICA,JUEVES,15,17,2023,2024,48,0,12,20,DOC_01
FILO,P MATEMATICA,MARTES,15,17,2023,2024,56,0,12,20,DOC_01
FIGEMPA,MINAS,MIERCOLES,11,13,2023,2024,18,0,12,20,DOC_01
FILO,P MATEMATICA,VIERNES,11,13,2023,2024,40,0,12,20,DOC_01
FILO,P MATEMATICA,VIERNES,15,17,2023,2024,34,0,12,20,DOC_01
AGR,AGRONOMIA,JUEVES,10,12,2023,2024,23,1,7,15,DOC_11
ICA,S INFORMACION,MARTES,11,13,2023,2024,37,1,7,15,DOC_11
FILO,P MATEMATICA,MARTES,9,11,2023,2024,31,1,7,15,DOC_13
FILO,MECATRONICA,JUEVES,11,13,2023,2024,35,1,7,15,DOC_13
ICA,S INFORMACION,JUEVES,9,11,2024,2024,53,1,7,15,DOC_02
ICA,C GRAFICA,LUNES,9,11,2024,2024,43,1,7,15,DOC_02
IQ,I QUIMICA,MARTES,9,11,2024,2024,42,1,7,15,DOC_02
ARQ,ARQUITECTURA,MARTES,11,13,2024,2024,41,1,7,15,DOC_02
AGR,AGRONOMIA,MIERCOLES,10,12,2024,2024,28,1,7,15,DOC_02
ARQ,ARQUITECTURA,MARTES,11,13,2024,2024,52,1,7,15,DOC_02
ARQ,ARQUITECTURA,VIERNES,7,9,2024,2024,21,1,7,15,DOC_02
CQ,QUIMICA,JUEVES,11,13,2024,2024,15,0,10,18,DOC_04
FILO,P MATEMATICA,JUEVES,14,16,2024,2024,52,0,10,18,DOC_04
AGR,AGRONOMIA,LUNES,10,12,2024,2024,33,0,10,18,DOC_04
ARQ,ARQUITECTURA,LUNES,16,18,2024,2024,35,0,10,18,DOC_04
CQ,BIO Y FAR,MARTES,11,13,2024,2024,55,0,10,18,DOC_04
FILO,P MATEMATICA,MARTES,14,16,2024,2024,15,0,10,18,DOC_04
ICA,CIVIL,MIERCOLES,11,13,2024,2024,44,0,10,18,DOC_04
ICA,CIVIL,MIERCOLES,14,16,2024,2024,46,0,10,18,DOC_04
FILO,P MATEMATICA,JUEVES,7,9,2024,2024,54,1,7,15,DOC_09
FILO,P MATEMATICA,LUNES,7,9,2024,2024,38,1,7,15,DOC_09
CQ,QUIMICA,LUNES,9,11,2024,2024,73,1,7,15,DOC_09
CQ,QUIMICA,MARTES,7,9,2024,2024,27,1,7,15,DOC_09
CIENCIAS,MATEMATICA,MIERCOLES,11,13,2024,2024,29,1,7,15,DOC_09
FILO,MECATRONICA,MIERCOLES,7,9,2024,2024,61,1,7,15,DOC_09
FILO,P MATEMATICA,VIERNES,9,11,2024,2024,45,1,7,15,DOC_09
FILO,P INFORMATICA,JUEVES,9,11,2024,2024,23,1,7,15,DOC_05
FIGEMPA,MINAS,MARTES,9,11,2024,2024,23,1,7,15,DOC_05
CQ,BIO Y FAR,MARTES,11,13,2024,2024,74,1,7,15,DOC_05
CQ,BIOPROCESOS,MIERCOLES,9,11,2024,2024,14,1,7,15,DOC_05
IQ,I QUIMICA,MIERCOLES,11,13,2024,2024,22,1,7,15,DOC_05
ARQ,ARQUITECTURA,VIERNES,11,13,2024,2024,24,1,7,15,DOC_05
FILO,P MATEMATICA,VIERNES,14,16,2024,2024,47,1,7,15,DOC_05
CQ,BIO Y FAR,JUEVES,7,9,2024,2024,44,0,7,15,DOC_06
ARQ,ARQUITECTURA,JUEVES,11,13,2024,2024,49,0,7,15,DOC_06
ARQ,ARQUITECTURA,JUEVES,11,13,2024,2024,43,0,7,15,DOC_06
ARQ,ARQUITECTURA,LUNES,7,9,2024,2024,20,0,7,15,DOC_06
FIGEMPA,PETROLEOS,MARTES,7,9,2024,2024,34,0,7,15,DOC_06
FIGEMPA,AMBIENTAL,MARTES,11,13,2024,2024,43,0,7,15,DOC_06
ARQ,ARQUITECTURA,MIERCOLES,7,9,2024,2024,23,0,7,15,DOC_06
ICA,INDUSTRIAL,MIERCOLES,9,11,2024,2024,32,0,7,15,DOC_06
ICA,CIVIL,JUEVES,9,11,2024,2024,25,1,7,15,DOC_10
IQ,I QUIMICA,JUEVES,11,13,2024,2024,27,1,7,15,DOC_10
FILO,P MATEMATICA,LUNES,9,11,2024,2024,51,1,7,15,DOC_10
FILO,P MATEMATICA,MARTES,9,11,2024,2024,36,1,7,15,DOC_10
ICA,INDUSTRIAL,MIERCOLES,9,11,2024,2024,38,1,7,15,DOC_10
ARQ,ARQUITECTURA,MIERCOLES,11,13,2024,2024,16,1,7,15,DOC_10
ARQ,ARQUITECTURA,MIERCOLES,11,13,2024,2024,55,1,7,15,DOC_10
CQ,BIO Y FAR,VIERNES,10,12,2024,2024,56,1,7,15,DOC_10
ICA,MECANICA,LUNES,7,9,2024,2024,24,1,7,15,DOC_08
FILO,MECATRONICA,MARTES,7,9,2024,2024,31,1,7,15,DOC_08
AGR,AGRONOMIA,MARTES,10,12,2024,2024,34,1,7,15,DOC_08
